sample1,sample2,sample3,sample4,sample5
0.0867442897082974,0.0548931949100256,0.0652362468626685,0.0470034115257438,0.013611649429293
0,0,0,0,0
0.665341683976028,0.688092394152675,1.14949223611861,0.39300340669221,0.44203676079529
0.0945986975195852,0.199670489672516,0.0315791259934117,0.0597024082883059,0
1.2342016209149,1.46233241330726,1.70373957322296,0.857585794563398,0.487780621101778
0.0239448309027122,0,0,0.029796532989377,0.0508017281037318
0.358321684614881,0.497421214449104,0.452353943409865,0.159865049946665,0.587983252503076
0.0996345152812393,0.341215833439825,0.128818899624443,0.149219930972126,0.140232852979067
0.141345884709711,0.658190795383689,0.561462360048768,0.490359438096074,0.393633773187463
2.72721818787967,3.14750866091783,2.92386900745475,2.85699299552565,2.71660961011241
0.401228668817582,0.995046027910959,1.22194468618791,0.627778640377874,0.976398971467375
0,0.162230709454537,0.105739841239925,0,0
0.447529075631485,0.453600194888837,1.09495294411643,0.806754853052509,0.898050169792578
2.29986713412154,2.09570682881607,2.96745950926404,2.37685938591722,2.06724950295505
2.56983903901496,3.09027467208445,2.79624174525412,3.074301733396,2.48849957100319
0,0,0.126287437261227,0.335690821065029,0
1.65508184189488,2.72955816568152,2.73710834154274,1.8091114982692,1.94479146137411
0.989970021974983,1.41194027155587,1.47094522189425,1.061089439691,1.02402609423416
0.0239388082637073,0.27222765414327,0.0465370642339329,0,0.158920900010906
0,0,0,0.0426761371879927,0
0.0273903379115295,0.116317171887298,0.263384772677862,0.131718734046273,0.0293092131328753
2.74760830585012,3.50091347157547,3.27005350807238,3.27402766069888,2.80901227749383
2.22355160918603,1.96863847877528,1.96402018562076,1.88583387034196,1.98678626460571
0.126886863184985,0.343114577601099,0.0676873670271735,0.0327032441524836,0.109364542657996
1.78373590183381,2.42355751370899,2.173572514332,2.41165967551917,1.68987352603386
1.41782150158831,2.78979303575667,2.59442844108384,1.58709599171096,1.54983477819576
1.17241527392602,2.22831387246712,1.99131602894305,1.32906522552168,1.50732259933502
3.53617521786591,4.37278204684315,4.43474341032979,3.43803108240362,3.80850915207585
1.01468839286346,1.45506707326464,1.18968699442646,1.42522591923384,0.932217155961335
2.15936035728232,3.14219807915477,2.71403958651654,2.40823847697135,2.10001769905208
1.37148432816813,2.12246962953888,1.83282355225302,1.60581744639803,1.60652475021153
3.65313410813226,4.10671915698206,4.09103045702356,3.95564678303045,3.79126571516858
1.0208489301855,1.71108019993435,1.15399923257274,1.41647155164095,0.791921237956878
3.67574713840199,3.80005293962333,3.45485499642097,4.12005051781058,3.45796731757338
2.9472587339113,3.85737680927012,3.67314228439845,3.07820512178865,2.80029910192876
3.5624254957205,3.66043898286643,3.23615750065893,3.91118986999674,3.38556226802634
0.933320847834277,1.35033266769743,1.11099435702343,1.1649826358875,1.12615905371473
1.34172060985325,2.449779611206,1.5149001230133,2.24765133058587,1.60592045338439
0.681140631919063,2.95516337431812,1.95978080462742,2.66684462177817,0.780646584804589
2.17529984435154,3.50782859686791,3.03357675114601,3.72924657072345,1.77685080264671
0.413435493148436,0.986432299096053,0.823279168235998,0.678072815638522,0.202911818597568
1.23161999162595,1.87867238477716,1.56164538145861,1.99554013396765,1.26444354707506
1.32466600791642,1.97634040518318,1.60870972303778,1.70706449435674,1.22344015640145
2.04659691487988,2.25387723853465,2.25640068383364,1.61190661483372,2.10491315960798
3.14567943995622,2.92087187797482,3.01114270458625,3.13824362702664,3.0178943734887
0.898025895745489,0.774591387458716,0.557472144878525,0.701736549069855,0.589132033644662
1.92610241184312,1.77639919935595,1.98374176456075,1.54276983059716,1.58446511224918
3.52614870951864,3.26703538146209,3.32287357537892,3.26569992508785,3.12018485542522
1.71539517983431,2.6201284522396,2.28766743653488,1.89209358841531,1.47128273627379
0,0.0598844985851076,0.0797964834967202,0.124960096652932,0
2.14208691114158,2.80312528604747,2.60339121586506,2.3812297063895,2.28939734856413
1.05106091441774,0.88200210931322,0.719240851401241,1.2866378970189,0.23462829922574
2.77127537928771,2.92021669178901,3.0185344601554,2.56417687209931,2.62448156308878
0.233178112109818,0.547035162966434,0.535173726143644,0.356123506986073,0.144292125806681
2.06119183355325,1.52314236521194,1.70369961890316,1.49293375942184,2.29786908240551
1.80455560692748,2.34039197513228,2.32396916637229,1.98591718179389,2.07987011455156
5.93944771875817,5.56119992612589,6.0355056051355,5.74445425639977,6.18733963066343
1.13847753961174,1.2523490374197,1.71492338537608,1.06320309365017,1.09124258648943
0.209556826748472,0.221596530506625,0.586150446841951,0.098803751982754,0.0644050758161225
0.412623409100901,0.446379032635827,0.282439140240981,0.270743766425137,0.0625598122678195
0.740705294002835,1.32843440967539,1.16900097054525,0.500179324920544,0.65017717196587
0.30607500409549,0.714503576378043,0.234388735375982,0.0594928804423851,0.194854662715039
4.43747619620034,4.18692692426928,4.3200358617884,3.34370588867879,4.20767086417758
3.67875975104167,3.60467243651788,3.96325952407768,3.23558254653968,3.7748279138149
0.0112971905463099,0,0,0,0.0359801477381094
0.274118875961138,0.444791381578958,0.231360053355616,0.650110725506078,0.0855721764817887
0.566055495645407,0.978754210054001,0.794253916382159,1.02320023706178,0.503250058737189
0.265880451460019,0.373515776037776,0.338386443996603,0.324624059876707,0
3.40491037822466,3.58544970304238,4.08763072465184,3.3562802350604,3.75258112364822
0.960232331105076,1.19099835074444,1.13066473388499,0.814148933161308,0.890371934499187
2.71974180006059,3.36599771611112,3.22979073451052,3.37287915964825,2.74362040619803
2.55036682619042,2.74038082851926,2.63683344850932,2.97264785662147,2.36669181397683
1.2359913890553,2.43317194445996,1.7320710939612,1.63149130073028,1.3297575771563
2.07386683627824,2.53623077132466,2.43405652156359,1.889901668109,2.0829586956899
2.74592282394618,2.51623117058516,2.19002954392795,0.936081697168251,1.37609715506762
0.921592839303589,1.04540140315391,1.02733657235254,0.695498877529133,0.581569001630446
0.931306687820296,1.2501419124044,0.674317948326375,0.925600123065964,0.622509638381637
2.79079425035079,2.99510935125507,2.82979604721429,2.67925362408043,2.89605006519271
0.036670277601569,0.460393372941432,0.138659464175108,0.447634931657455,0.102333269221103
0.46647915712184,1.00398980325562,0.555130005349157,0.3508675859141,0.3431143094002
2.53328827575561,2.23222330504964,2.62719085538315,1.72520879588356,2.25069871061595
1.09864380674582,1.42579579080433,1.57355806051396,0.687623902703047,0.812139452708858
0.0668629633264002,0.721933374862945,0.198070069459813,0.180257924761149,0.164316688603407
0.336200965329653,0.79260144079967,0.575024270342873,0.4147514905,0.251784098431439
0.756530733405948,2.00724863528671,0.92641455281042,0.994150758732562,0.749687435803726
5.55736594584172,5.10776287426313,5.78493020922676,5.05767230725146,5.34420373865268
0.998370898105319,1.43508383278526,1.2898021615561,1.10214597121468,1.15162474910935
0.014005169025886,0.637408247788698,0,0.101625074583871,0.0298282139176056
0.230060202573018,0.813401933426499,0.239595055205106,0.427514905521004,0.3324692255159
3.00350117344111,3.37212323946106,3.21141884515807,3.07899076645293,2.98440239740948
2.47641686547271,3.07877362262994,2.94106821363349,2.40544266963373,2.35525959047249
1.50644597132101,1.83850834606176,2.01020200373121,1.38707861201448,1.63187895738858
1.42432675711632,1.8617579447878,1.62832596538723,1.62336421619661,1.61003559081007
0.0686022573263211,0.0337992928883721,0.212923297456551,0.0987508802386311,0.0371338804642086
3.39062651983992,3.29715262436844,3.79270739852344,2.63973109412146,3.23433474217033
0.164139693013779,0.525954342486651,0.305791949367881,0.293224395220025,0.215718084052791
1.73654464110882,1.96652910354278,2.18500461090444,1.35192774694316,1.73018139836794
4.31126649265207,3.52209679647994,4.54524553041119,3.85185660555222,4.48556291780722
2.12278037120496,3.19499951235375,2.60714680953541,2.39811691708439,2.0934894384159
5.15524564539755,5.20322246977469,4.81617122450242,5.43594489535478,4.99165871077167
